10 feca79e9f09d5a3237fe1346470e129ae297ec86 log1 sha256:ead8abc093bedce198a900591b53902cbf24e69ec4b51903bc601b438ddb0ad6 /etc/intel/cloudsecurity/data/nonce 664563  29503 5056 0 0 0 0 2020-02-25T23:59:28.087
10 4de85dfe8dc3985071452e3286c16a7807dfb857 log1 sha256:3718e0c7cc57d7345cc9839caf61d4db33646f54f778f8c1f8fbf6cb029b9187 /etc/intel/cloudsecurity/data/aikquote 664569  29505 1 0 0 0 0 2020-02-25T23:59:28.119
10 e2e820a74e2babbb1242ba04bffdac61bd46c45c log1 sha256:d69c32cb97d1929554619ea8ec10b6d260fee97ff89ca4a4e1e24c041d4c77ac /etc/intel/cloudsecurity/data/nonce 664563  29534 5056 0 0 0 0 2020-02-25T23:59:59.363
10 7e998b3080726e052742854bab46de7cb143c5cd log1 sha256:ef90287a1c7f64dad1667dbf9ebc9861152dc84ade2411c4e1f486b5998c3886 /etc/intel/cloudsecurity/data/aikquote 664569  29536 1 0 0 0 0 2020-02-25T23:59:59.394
10 fa39717badbb6bfe7ec644d66a7eac490b9c8fc6 log1 sha256:0e49568d6c62e466f2222c1834573c6741a2f7ba26b88b9e820394c6c39f7270 /root/ima_archive/data/last.dat 1180958  29541 29540 0 0 0 0 2020-02-26T00:00:02.101
10 cbd6ad538a75e77f696521da5474ca960d848ba1 log1 sha256:99276bd56a644f1c5bbc6cdc126e3259044baea2b5e9d2f676d83f004717d49d /etc/intel/cloudsecurity/data/nonce 664563  29582 5056 0 0 0 0 2020-02-26T00:00:30.548
10 38e52b5d59e765c37e39f2904ae93b94f96e7bc8 log1 sha256:8e846055970eadfc1ee5cd1bd6283cad031707e1d4c83a503e70d9c230b43363 /etc/intel/cloudsecurity/data/aikquote 664569  29584 1 0 0 0 0 2020-02-26T00:00:30.577
10 82b3631c1b1dee33052172a324092942cdcf1f05 log1 sha256:283fe45f265da4372a15450e056f68e5382252dd3019e729073cd6785fcb3770 /opt/certbot/certbot-auto 793761  29617 29614 0 0 0 0 2020-02-26T00:01:01.534
10 5fc0cc475e16f08ef8144bd1f799f1358a11121f log1 sha256:4ac8ddcdc3d31992dd18c2e6ef929d9a79f1691d1f16e17c5d2234de886e90eb /usr/bin/basename 526337  3677 3676 0 0 0 0 2020-01-20T11:37:57.403
10 a7e47a2e46f8d4ccd7f1c61163e1ae1d3221f356 log1 sha256:56652279ed882f49dbb7abc3f532f17da74775debbb9451968a5f4fa72caa572 /root/ima_archive/data/last.dat 1180958  29616 29612 0 0 0 0 2020-02-26T00:01:01.626
