10 c52c2ba11e21482a2d57ab36db7cb4fe27ef853b log1 sha256:f726f864c4c5b395cb81201cf60ed1d96a4457c6c79384cb5ee2bc5aeb9583b5 /etc/intel/cloudsecurity/data/nonce 664563  21890 1920 0 0 0 0 2020-01-17T23:59:14.007
10 c43bb4303d14057c17c0717bc8087a9cef92ef58 log1 sha256:befe81c1d4a92314083d9a9efa03832adbfdc226edb033d5e1986adb4dad468f /etc/intel/cloudsecurity/data/aikquote 664569  21892 1 0 0 0 0 2020-01-17T23:59:14.043
10 c8dd252c3bc38d4a0b32fe27ec17d750d6d4f0ef log1 sha256:dc9b1dadec723bc250318032bb4865cae68310d05268f1582e2bf8d054e9ed69 /etc/intel/cloudsecurity/data/nonce 664563  21898 1920 0 0 0 0 2020-01-17T23:59:45.256
10 84246e301424502feed68518946a621c40a95efa log1 sha256:ed01558007db0026fe39f98070fbe84f45a8a1b5aed9c743ae73e08459aeb36b /etc/intel/cloudsecurity/data/aikquote 664569  21900 1 0 0 0 0 2020-01-17T23:59:45.285
10 5c108dae0eb6b3b84614acc7895ca04f59bd9b6f log1 sha256:1cf8800c05dd36d93cb2e3ccc6a592bbc13fba259de7a6f76976febe6bfe6d0b /root/ima_archive/data/last.dat 1180958  21905 21904 0 0 0 0 2020-01-18T00:00:01.378
10 6a73dad7b95ce313423e55b83dad4eb523514d94 log1 sha256:a1d421fd98d8be8ac10467d6191abfbd5354a29f41ded9a48a7d0e3ddebfdcba /etc/intel/cloudsecurity/data/nonce 664563  21919 1920 0 0 0 0 2020-01-18T00:00:16.563
10 35eb6b667889575b5a06a316716ce3929cf4a2e5 log1 sha256:7f0c492e94f69a885460c8bc7e88d15537d6761cb72a8b8ec0b3b12ac8d9b657 /etc/intel/cloudsecurity/data/aikquote 664569  21921 1 0 0 0 0 2020-01-18T00:00:16.592
10 15828d6afdd3a58ef17c7223ab964e0a80c5edbf log1 sha256:28d28fb5218337531e3582951548cd9ac473b1c267f76225ccf40c99c208c8ff /etc/intel/cloudsecurity/data/nonce 664563  21927 1920 0 0 0 0 2020-01-18T00:00:47.765
10 a89b55528bf9d2940112fb75b8878bc4ccca6b7e log1 sha256:81ec7d8c8042dc7c6e463cbd1a2ad3e7d50f20bdcb57118d407c6b08507a80f5 /etc/intel/cloudsecurity/data/aikquote 664569  21929 1 0 0 0 0 2020-01-18T00:00:47.802
10 936052373f42a1a1193bc1429e729a4e2901576d log1 sha256:283fe45f265da4372a15450e056f68e5382252dd3019e729073cd6785fcb3770 /opt/certbot/certbot-auto 793761  21968 21966 0 0 0 0 2020-01-18T00:01:01.723
10 abe854808606ddb1620686065b97b91a5dd530ee log1 sha256:8135463b5a74a4a0777f4946545770814d5c929a6661b2041aee78e8458146f1 /usr/bin/id 526523  21971 21968 0 0 0 0 2020-01-18T00:01:01.811
10 b7a2c798170b60db975a83ad03c5341e13b1ff14 log1 sha256:0d1f6010ea2206bd8dc5197962c0c91a8a0c1c6a547418060eb96cf04fada595 /root/ima_archive/data/last.dat 1180958  21969 21967 0 0 0 0 2020-01-18T00:01:02.017
10 ce3c97c4cff239cb59761e63a72fda72e3e9eb03 log1 sha256:8988dac37905f610e4989356f82b46a084bd6d1651876fb7f35372db4fe6ad05 /usr/bin/python2.7 525925  21976 21975 0 0 0 0 2020-01-18T00:01:02.084
