10 c627e4ebca3eb7607c3ed49ad474be875e6ce1d2 log1 sha256:8508b611a3be60f6642630443fb03dcea05b32027fd8d4d1fe27948fd01681cc /etc/intel/cloudsecurity/data/nonce 664563  4204 5056 0 0 0 0 2020-04-08T23:59:31.538
10 2e883322b47f4c63d69be7707351d1ffe3b8c931 log1 sha256:d3687bd8386c4d73abebf388360febcfd1ca7a65ab65675212b1935f566dc116 /etc/intel/cloudsecurity/data/aikquote 664569  4206 1 0 0 0 0 2020-04-08T23:59:31.572
10 417fff4c28ae115818f52421cbebeda282a609b9 log1 sha256:3a0b943b38ceab4607a455e6b593a3dbadc87266b0dcd766560fa3ed5857170e /root/ima_archive/data/last.dat 1180958  4227 4226 0 0 0 0 2020-04-09T00:00:02.348
10 37ad6b0b8ef1b33ccd355a30cda48138ebb9bac6 log1 sha256:0115fad376d9e77e988e844a96ccd4d3ec90ee129fbd3cfbe4a2f260f4519ed8 /etc/intel/cloudsecurity/data/nonce 664563  4231 5056 0 0 0 0 2020-04-09T00:00:02.737
10 cc8cb31ec69abefc918ce996872758bfa7b39ff1 log1 sha256:298d87704d2f377e455b0d01fc998320edbc802a7850acebb277a72cd191c3cb /etc/intel/cloudsecurity/data/aikquote 664569  4233 1 0 0 0 0 2020-04-09T00:00:02.770
10 898c3e259ce166fb7afdcc5122bd126cb4fb43ea log1 sha256:78fcd9678daa99ff474ee7bd79aaa89156843affda3300ea5a706d1cbd5ae269 /etc/intel/cloudsecurity/data/nonce 664563  4240 5056 0 0 0 0 2020-04-09T00:00:33.885
10 6f5beca8ae5d1d51e469269720e5065c4f5e002a log1 sha256:150dec109ccf8e48ac57a4e266c1887fcdde79feff7b7b7b17e948993f61f9f4 /etc/intel/cloudsecurity/data/aikquote 664569  4242 1 0 0 0 0 2020-04-09T00:00:33.907
10 0fc029150900e5394325c1e1aa38f5c647a9473d log1 sha256:283fe45f265da4372a15450e056f68e5382252dd3019e729073cd6785fcb3770 /opt/certbot/certbot-auto 793761  4265 4263 0 0 0 0 2020-04-09T00:01:01.728
10 8672b95726ed1d380c15cb16408543d3a4b22aef log1 sha256:c1007c13285c7a0eb140f033da49039ecae50cbb2d5a2f7cf3689f03f0109f74 /root/ima_archive/data/last.dat 1180958  4266 4264 0 0 0 0 2020-04-09T00:01:02.063
10 62b93347808432244fec1803106430a76e173d5d log1 sha256:8988dac37905f610e4989356f82b46a084bd6d1651876fb7f35372db4fe6ad05 /usr/bin/python2.7 525925  4275 4274 0 0 0 0 2020-04-09T00:01:02.163
10 8e30b8d1bb92c4b60d89bd2c2dde40b491c8bceb log1 sha256:0a076b5c38b20c20a26f621d9c3dda5026d0b010827fc9da5b802dc3ea425e91 /usr/lib/python2.7/site.py 527881  4280 4279 0 0 0 0 2020-04-09T00:01:02.490
10 bc9571dd5424702b1a7aa9cf7460f5560fca67c2 log1 sha256:1e852fbaa566ce90b665d59b298661235a53e9736e8f0d79af8a2f6879ccc875 /usr/lib/python2.7/site.pyc 531176  4280 4279 0 0 0 0 2020-04-09T00:01:02.491
10 8dc955c8a5c0902333290e9a2c84d132c4bd45eb log1 sha256:b1700c50502f613946f4bc6afaf7abb3a9844b29996184dc5781a01f87036b43 /usr/lib/python2.7/os.py 527852  4280 4279 0 0 0 0 2020-04-09T00:01:02.493
10 0f594693cd6fc2a30d53580e6e36e181ad6ca353 log1 sha256:036c1fb690a235ed31a61a091c12eb16287e685ef30ac48c15c5c9155c0b52ac /usr/lib/python2.7/os.pyc 530279  4280 4279 0 0 0 0 2020-04-09T00:01:02.495
10 671a0dd986bdef47458527176103918167c055e6 log1 sha256:a7d6409ac83f373adc6340c70cbb3a3228b91796bb546179d8a11387843c7341 /usr/lib/python2.7/posixpath.py 527867  4280 4279 0 0 0 0 2020-04-09T00:01:02.496
10 c427fe9d4c3b7c5b1ab00063fcb033db8562aee5 log1 sha256:722b7546303fa2a3f4f1f6313d59866e011811b354a69ef7672296fee1cb1219 /usr/lib/python2.7/posixpath.pyc 530284  4280 4279 0 0 0 0 2020-04-09T00:01:02.497
10 6c68ea7bfb69e51dc23745a49e56612f4cef1553 log1 sha256:0b6cc8ca3b5e038eb02eb0e8299b01c9b27b51b45a5df621a426544b3d046d5f /usr/lib/python2.7/stat.py 527892  4280 4279 0 0 0 0 2020-04-09T00:01:02.507
10 c97b58c38b4e72a974ab9a836549f7737aae3139 log1 sha256:01c05aa73e72507e4b1e4bb0924c258cf02eed8763a9d82b5cf3d6350018a027 /usr/lib/python2.7/stat.pyc 531945  4280 4279 0 0 0 0 2020-04-09T00:01:02.508
10 56f1e556bbfaa887c1059721d693183d7f9daafe log1 sha256:5aef62be9e2742e682bd7c27bbbd30318d9706ee7a8cbfbafd5d39cefd6b0377 /usr/lib/python2.7/genericpath.py 527822  4280 4279 0 0 0 0 2020-04-09T00:01:02.509
10 81c21e7c59aa0a177347e44b270a2ba4aaaf088d log1 sha256:76067f8dc68a10575ee45da4d4a1fd709b8b849e6b5396e83cb509810f52a1bc /usr/lib/python2.7/genericpath.pyc 529873  4280 4279 0 0 0 0 2020-04-09T00:01:02.509
10 606bc08640b666bcc54d154373d70acbfa188f93 log1 sha256:4247b01167c3ec00d7ce13e9fa3dce833f20f6d7aad5743849bdd27e54c29bf5 /usr/lib/python2.7/warnings.py 527910  4280 4279 0 0 0 0 2020-04-09T00:01:02.510
10 fb0fd180a09769a0fc12ddca8470159854f77960 log1 sha256:e9cbe5ba25f549afd5952cd3de9a605fef8a5b848b9538a1eb5807db5cc5ee0e /usr/lib/python2.7/warnings.pyc 528647  4280 4279 0 0 0 0 2020-04-09T00:01:02.511
10 e227fa11864fef49b2911558e12f4f5a052ed57d log1 sha256:bc6f0633376d403cc262a982d3c967efc504037f9fe91ed18e7e9e1b733e1c56 /usr/lib/python2.7/linecache.py 527838  4280 4279 0 0 0 0 2020-04-09T00:01:02.512
10 fb68abb647425ce729f0efbaa9273fcfbe3ac7e4 log1 sha256:c0469f898d2d2542d92f261b386494a6ea2c9b9a868dc2bc30d2eb9f2726b0ad /usr/lib/python2.7/linecache.pyc 529883  4280 4279 0 0 0 0 2020-04-09T00:01:02.513
10 cb28ecd63f4c57db23e8fe4cb6cf5973c70018e7 log1 sha256:98d58ed6df33edbc5b2d48ea1df7fdfc8c863e23dc959d7e337a87cc47a50dd1 /usr/lib/python2.7/types.py 527909  4280 4279 0 0 0 0 2020-04-09T00:01:02.513
10 5eb4d425d0c5a2d8000cc3fb32de6f51d61662ad log1 sha256:7f528cd280b0a155aed0fd730e8d6ed830a28ce01e130af0df692be2c34f4895 /usr/lib/python2.7/types.pyc 528663  4280 4279 0 0 0 0 2020-04-09T00:01:02.514
10 65c52e09669092944b81867d44ebd08c7f891579 log1 sha256:3b2e4bcd7b923f1004314bdd5a72cc3dd02e77a458a88fb0069d315246c5c13b /usr/lib/python2.7/UserDict.py 526080  4280 4279 0 0 0 0 2020-04-09T00:01:02.516
10 320b4c9d6a3f3fc8a5bd548323cbd4be3b7db0d3 log1 sha256:4b1116f89e632a1d022abff0e5753a254648becb5919ca44c29cee455af43cd2 /usr/lib/python2.7/UserDict.pyc 528666  4280 4279 0 0 0 0 2020-04-09T00:01:02.516
