10 4359a6cc827430178924fe470898dd2736cf2c51 log1 sha256:543c0909104daebbe6fba2681f526832f33686fca1670029a43b7e75c855cc8d /etc/intel/cloudsecurity/data/nonce 664563  25025 5056 0 0 0 0 2020-02-20T23:59:14.053
10 933441a48145af7cb3c6192324b96bd3bf7f3e19 log1 sha256:de2aac42715b2a513a022f4da66883cc69128510cff844c1df1ddc1d5be9e228 /etc/intel/cloudsecurity/data/aikquote 664569  25027 1 0 0 0 0 2020-02-20T23:59:14.086
10 1909a46fc4703f4f8c8a8935acf88b3558f4ae26 log1 sha256:84cd8ca203dd1fd17d2a057f2bcb842d4422110b7116418d548be01beffd5a25 /etc/intel/cloudsecurity/data/nonce 664563  25033 5056 0 0 0 0 2020-02-20T23:59:45.197
10 42da825182db10cb6b93bd0d95bca785ad9f5040 log1 sha256:af7cd364070d58821ce67b91e083a8756a76e1dd8d43685cbd228e88517f6b01 /etc/intel/cloudsecurity/data/aikquote 664569  25035 1 0 0 0 0 2020-02-20T23:59:45.231
10 3cd6110a730ab3f1d5638fdea672cbeb94b78cc1 log1 sha256:f6ae2f2c3147f24d31c18bb1906308ee4d22c35ed5bfae8f66f79e32f6e9b0a8 /root/ima_archive/data/last.dat 1180958  25047 25046 0 0 0 0 2020-02-21T00:00:02.278
10 b491e6eb6127246b312a17f2bd87031ca132c280 log1 sha256:644dee5d0ef1dcff5bfe16ae9d73f8e2f2264a6ee396fe8c8972d98dab76e7f6 /etc/intel/cloudsecurity/data/nonce 664563  25062 5056 0 0 0 0 2020-02-21T00:00:16.353
10 51f29d04f78047537fab7196de3773d2158519bc log1 sha256:2ee9cb42041c3054a01e3f4ba5bda7d6e6c4f245ad0796cc15edf9c4bd4ce269 /etc/intel/cloudsecurity/data/aikquote 664569  25067 1 0 0 0 0 2020-02-21T00:00:16.373
10 8ab4408cef5dbd9a07861e4b524ad89da119766c log1 sha256:a03901deef294e2d86d6aadc951a2aa5432f7fb7959bf683160e7a8ac1511900 /etc/intel/cloudsecurity/data/nonce 664563  25092 5056 0 0 0 0 2020-02-21T00:00:47.504
10 13ca4ed532050e86f68769da3bb2ba05d8b891f8 log1 sha256:36e1f0c0f613e47d06b4e6a824b09b8357cdc95ee555bcb54e483c802122f462 /etc/intel/cloudsecurity/data/aikquote 664569  25094 1 0 0 0 0 2020-02-21T00:00:47.530
10 95564c0b238a6efb3c2fd887ed89def4a2ebe20e log1 sha256:283fe45f265da4372a15450e056f68e5382252dd3019e729073cd6785fcb3770 /opt/certbot/certbot-auto 793761  25101 25100 0 0 0 0 2020-02-21T00:01:01.598
10 7cd4965c10fb4508a3f38e711978668dfd9d7f31 log1 sha256:993a87660a4071c784fa2df05259a9b122062be49dad1531e3d9496eeb555b38 /root/ima_archive/data/last.dat 1180958  25102 25099 0 0 0 0 2020-02-21T00:01:01.865
10 76c2a839405b2a0bba32773d2360a1d40270a769 log1 sha256:8988dac37905f610e4989356f82b46a084bd6d1651876fb7f35372db4fe6ad05 /usr/bin/python2.7 525925  25109 25108 0 0 0 0 2020-02-21T00:01:02.027
10 d2c28025ccc744b6fab3799308f78b015511a407 log1 sha256:0a076b5c38b20c20a26f621d9c3dda5026d0b010827fc9da5b802dc3ea425e91 /usr/lib/python2.7/site.py 527881  25114 25113 0 0 0 0 2020-02-21T00:01:02.233
10 38601346fe10f128bb1c94281d9527009f10205e log1 sha256:1e852fbaa566ce90b665d59b298661235a53e9736e8f0d79af8a2f6879ccc875 /usr/lib/python2.7/site.pyc 531176  25114 25113 0 0 0 0 2020-02-21T00:01:02.234
10 9d3155d49b33e5cad408d5505e395772b48c5baf log1 sha256:b1700c50502f613946f4bc6afaf7abb3a9844b29996184dc5781a01f87036b43 /usr/lib/python2.7/os.py 527852  25114 25113 0 0 0 0 2020-02-21T00:01:02.239
10 7c23f5806349f04439a22326e658148e464057ea log1 sha256:036c1fb690a235ed31a61a091c12eb16287e685ef30ac48c15c5c9155c0b52ac /usr/lib/python2.7/os.pyc 530279  25114 25113 0 0 0 0 2020-02-21T00:01:02.241
10 fa2f71c2f1f175cbc59f332b6cfca295a86e68d2 log1 sha256:a7d6409ac83f373adc6340c70cbb3a3228b91796bb546179d8a11387843c7341 /usr/lib/python2.7/posixpath.py 527867  25114 25113 0 0 0 0 2020-02-21T00:01:02.242
10 fd1f2e9373f8ac0580b6c11bc4aaa059de94cf8c log1 sha256:722b7546303fa2a3f4f1f6313d59866e011811b354a69ef7672296fee1cb1219 /usr/lib/python2.7/posixpath.pyc 530284  25114 25113 0 0 0 0 2020-02-21T00:01:02.243
10 ff775748e2da2797b34fb544b810745afa3f3937 log1 sha256:0b6cc8ca3b5e038eb02eb0e8299b01c9b27b51b45a5df621a426544b3d046d5f /usr/lib/python2.7/stat.py 527892  25114 25113 0 0 0 0 2020-02-21T00:01:02.251
10 1272ad957426ea77fde4de897c1bc8fdb293cf82 log1 sha256:01c05aa73e72507e4b1e4bb0924c258cf02eed8763a9d82b5cf3d6350018a027 /usr/lib/python2.7/stat.pyc 531945  25114 25113 0 0 0 0 2020-02-21T00:01:02.251
10 47902efd4b7b61785a699706e0e7383a565c2580 log1 sha256:5aef62be9e2742e682bd7c27bbbd30318d9706ee7a8cbfbafd5d39cefd6b0377 /usr/lib/python2.7/genericpath.py 527822  25114 25113 0 0 0 0 2020-02-21T00:01:02.255
10 6f04128114545402e5e1ac1a5a66f939a7bf0f2e log1 sha256:76067f8dc68a10575ee45da4d4a1fd709b8b849e6b5396e83cb509810f52a1bc /usr/lib/python2.7/genericpath.pyc 529873  25114 25113 0 0 0 0 2020-02-21T00:01:02.255
10 bb79d49643c4ca1d6a2d1d723e1d175f538777a1 log1 sha256:4247b01167c3ec00d7ce13e9fa3dce833f20f6d7aad5743849bdd27e54c29bf5 /usr/lib/python2.7/warnings.py 527910  25114 25113 0 0 0 0 2020-02-21T00:01:02.256
10 702e942cd016b4eb2dab86e0ce8e5a62712865d9 log1 sha256:e9cbe5ba25f549afd5952cd3de9a605fef8a5b848b9538a1eb5807db5cc5ee0e /usr/lib/python2.7/warnings.pyc 528647  25114 25113 0 0 0 0 2020-02-21T00:01:02.257
10 bf7fbf9c1c46fd9966825020869ebae57390ad2c log1 sha256:bc6f0633376d403cc262a982d3c967efc504037f9fe91ed18e7e9e1b733e1c56 /usr/lib/python2.7/linecache.py 527838  25114 25113 0 0 0 0 2020-02-21T00:01:02.258
10 f61bf41a706fe50dc7d30be373d98ed3426f74ea log1 sha256:c0469f898d2d2542d92f261b386494a6ea2c9b9a868dc2bc30d2eb9f2726b0ad /usr/lib/python2.7/linecache.pyc 529883  25114 25113 0 0 0 0 2020-02-21T00:01:02.258
10 8bd2831a35135a27b7e6322f48c9c428b0522360 log1 sha256:98d58ed6df33edbc5b2d48ea1df7fdfc8c863e23dc959d7e337a87cc47a50dd1 /usr/lib/python2.7/types.py 527909  25114 25113 0 0 0 0 2020-02-21T00:01:02.259
10 7196aedc3e438297701d1c5197f2726316c64fcc log1 sha256:7f528cd280b0a155aed0fd730e8d6ed830a28ce01e130af0df692be2c34f4895 /usr/lib/python2.7/types.pyc 528663  25114 25113 0 0 0 0 2020-02-21T00:01:02.260
10 3e1c778f2ce07cee250da37cb538f2b5875b6bbd log1 sha256:3b2e4bcd7b923f1004314bdd5a72cc3dd02e77a458a88fb0069d315246c5c13b /usr/lib/python2.7/UserDict.py 526080  25114 25113 0 0 0 0 2020-02-21T00:01:02.261
10 29d33e6f6434745daf956da8aa435510610148ec log1 sha256:4b1116f89e632a1d022abff0e5753a254648becb5919ca44c29cee455af43cd2 /usr/lib/python2.7/UserDict.pyc 528666  25114 25113 0 0 0 0 2020-02-21T00:01:02.262
10 6c88425e4ed1ca8de9182e54ad6fbcb8b4a1b6a1 log1 sha256:52651836f992339ce7b422e9cec1272be8760c6aa0fd4cd4ef0a6da7c0839fda /usr/lib/python2.7/_abcoll.py 526083  25114 25113 0 0 0 0 2020-02-21T00:01:02.263
