10 dc76124a605e7f5a8968d072dbd7c36cbdc380e7 log1 sha256:31b5b104d315810c3f74cf32e7a2143cbb53b4f2ea97bfc45b9ef8b3567c4a06 /etc/intel/cloudsecurity/data/nonce 664563  18987 5056 0 0 0 0 2020-03-04T23:59:32.134
10 c448d51d4fc3f57997f45f851fbd6956b24cd322 log1 sha256:879843aca428ded190230bcedd709fdd8b2320c1b01eaf899e75d233a0098598 /etc/intel/cloudsecurity/data/aikquote 664569  18989 1 0 0 0 0 2020-03-04T23:59:32.163
10 555cc71e55c3f303b0c2cfcdd154ad5fb726ebb6 log1 sha256:99ad805a674a700ea8012af2d96c3afe48f8aa40dae2b4ec7c6e92a0a108e895 /root/ima_archive/data/last.dat 1180958  18999 18998 0 0 0 0 2020-03-05T00:00:01.555
10 843db4f8df57c23446bad1bdce5fca5d5733b18b log1 sha256:bc31f9d66091d5cd8eadee5436c3e25021342c6b01b878cc798b50225e7e5570 /etc/intel/cloudsecurity/data/nonce 664563  19004 5056 0 0 0 0 2020-03-05T00:00:03.133
10 5b8e97023691a9c6ffa79325aaf95910ddfd19f1 log1 sha256:28b95e989bf5804d7f5207497575281f963bd07a37384bd0122b485ccbab7098 /etc/intel/cloudsecurity/data/aikquote 664569  19006 1 0 0 0 0 2020-03-05T00:00:03.167
10 645c3347eac82d118f4e47fea80b992eb4233684 log1 sha256:f64cabd75a320894eb0784c03d6d749bfcaa59218e4d6b1ff90b92b77eab8020 /etc/intel/cloudsecurity/data/nonce 664563  19017 5056 0 0 0 0 2020-03-05T00:00:34.123
10 5e2abb354379a5383aba6427479d22fa40151791 log1 sha256:16d67a4c8d0c42a90ba29c2638ed578220b5b0c540e466202dc9b02c5e5031ab /etc/intel/cloudsecurity/data/aikquote 664569  19019 1 0 0 0 0 2020-03-05T00:00:34.156
10 ab8cf98d3100c5e5aadae262b2fd6943a5ff7ef5 log1 sha256:283fe45f265da4372a15450e056f68e5382252dd3019e729073cd6785fcb3770 /opt/certbot/certbot-auto 793761  19042 19040 0 0 0 0 2020-03-05T00:01:01.761
10 5fc0cc475e16f08ef8144bd1f799f1358a11121f log1 sha256:4ac8ddcdc3d31992dd18c2e6ef929d9a79f1691d1f16e17c5d2234de886e90eb /usr/bin/basename 526337  3677 3676 0 0 0 0 2020-01-20T11:37:57.403
10 82a7fca949d20ee236724d5cc8f486dd24bc451e log1 sha256:8135463b5a74a4a0777f4946545770814d5c929a6661b2041aee78e8458146f1 /usr/bin/id 526523  1594 1591 0 0 0 0 2020-03-02T00:01:01.939
10 2d54d1c3f9839190d27bc7616c87fcceaaaebbeb log1 sha256:e0f1f5786e29bdc94971e8ad37e656f262e4b4e4eca6b5acc2ada0819b77897d /root/ima_archive/data/last.dat 1180958  19043 19041 0 0 0 0 2020-03-05T00:01:02.067
10 bb4dea2300f52874a42317f8d169f34b9c066fce log1 sha256:8988dac37905f610e4989356f82b46a084bd6d1651876fb7f35372db4fe6ad05 /usr/bin/python2.7 525925  19050 19049 0 0 0 0 2020-03-05T00:01:02.155
10 37c9a3056d77a2c00829e878b47ed32398acab70 log1 sha256:0a076b5c38b20c20a26f621d9c3dda5026d0b010827fc9da5b802dc3ea425e91 /usr/lib/python2.7/site.py 527881  19055 19054 0 0 0 0 2020-03-05T00:01:02.314
10 4dea6004b6ff452bcb362ad696c9b2201e112192 log1 sha256:1e852fbaa566ce90b665d59b298661235a53e9736e8f0d79af8a2f6879ccc875 /usr/lib/python2.7/site.pyc 531176  19055 19054 0 0 0 0 2020-03-05T00:01:02.315
10 16b75996b43a078730f3ffc2950bb85bfc38ab66 log1 sha256:b1700c50502f613946f4bc6afaf7abb3a9844b29996184dc5781a01f87036b43 /usr/lib/python2.7/os.py 527852  19055 19054 0 0 0 0 2020-03-05T00:01:02.319
10 38fd677a6118e8bf1226004f71fd72df6ee02003 log1 sha256:036c1fb690a235ed31a61a091c12eb16287e685ef30ac48c15c5c9155c0b52ac /usr/lib/python2.7/os.pyc 530279  19055 19054 0 0 0 0 2020-03-05T00:01:02.321
10 2e5bb857c419b09a7f70bcb1b2aa4aa9cf01dadf log1 sha256:a7d6409ac83f373adc6340c70cbb3a3228b91796bb546179d8a11387843c7341 /usr/lib/python2.7/posixpath.py 527867  19055 19054 0 0 0 0 2020-03-05T00:01:02.322
