10 dfc75b5dda0f13cd7e3916f5d5b3d9a03410b230 log1 sha256:e471055cf43cad12a76ec1c724ce10a5b976e0fcf08a1c6d4b9f98dd7ba3459d /etc/intel/cloudsecurity/data/nonce 664563  11333 5056 0 0 0 0 2020-02-09T23:59:12.121
10 c6aa605e21a06dd14a91c904815630850ea4b2b9 log1 sha256:1093a08b4e5b445705719cbac72eeb4d429073204faab81e0bb3053e4aa7c356 /etc/intel/cloudsecurity/data/aikquote 664569  11335 1 0 0 0 0 2020-02-09T23:59:12.154
10 c4d724b6521844af151e5bd472e3167a06dedc95 log1 sha256:ed9261be78f3fb9b03deb3c0b6fd6b973b580e9f224668ec95909a84b81a0496 /etc/intel/cloudsecurity/data/nonce 664563  11341 5056 0 0 0 0 2020-02-09T23:59:43.225
10 29cd3409c4b690470de2383118dedb79ffa47bb6 log1 sha256:0febcf0153913ecfcccaa2bdd70e7930888d87839641fc8638b40d7448c47adb /etc/intel/cloudsecurity/data/aikquote 664569  11343 1 0 0 0 0 2020-02-09T23:59:43.259
10 a0f71a941f6a50854d0bc9e99c036ea5b8212068 log1 sha256:8fa4e762fe68e1e90fe42e1fe1805e3451f3c36ba94e8087f3d3f3cd12a12076 /sbin/fstrim 1048825  17991 1 0 0 0 0 2020-01-27T00:00:01.714
10 dc786c636825627a155fb33da0026d725cc27dc2 log1 sha256:f35e2de5ab82176b0e7a4acb6e44b749ace9fe4db623a405edfe10d1d732ef68 /lib/x86_64-linux-gnu/libmount.so.1.1.0 263484  493 1 0 0 0 0 2020-01-20T11:16:29.460
10 a4e6266b9b115dd5b3046d5d09fb9e16211ba863 log1 sha256:1d0772500a18eb7f2024332843030632a97b2578521443f83eaba896f5a2f5f8 /lib/x86_64-linux-gnu/libblkid.so.1.1.0 263482  493 1 0 0 0 0 2020-01-20T11:16:29.554
10 740b0776c0e43a48006abedee7cfa6f1ff517c9f log1 sha256:baf95988426deba2a4d1e0b5cb7331fb05f09853fbb1ef6b72fb173abab409dc /root/ima_archive/data/last.dat 1180958  11355 11354 0 0 0 0 2020-02-10T00:00:01.587
10 7798441f7fa24569782b41b42af595cbfb2d8d97 log1 sha256:9cd1be73999ee79532131588dc05cd0e1b415d2aa0e3c7878f8456816db7c1b9 /etc/intel/cloudsecurity/data/nonce 664563  11366 5056 0 0 0 0 2020-02-10T00:00:14.245
10 d46f7f72f604c210311c5f919d4e2305198fd11c log1 sha256:2a1432aa3946d358659ca5de74308c313b5a60b96220b1e03f8cc3339537dcaa /etc/intel/cloudsecurity/data/aikquote 664569  11368 1 0 0 0 0 2020-02-10T00:00:14.275
