10 561029f436a9fce921a9ddadcb8f0da80363feb4 log1 sha256:c67e9027c0d6034d739e76ca7135a925b3247498fc4b55e39b82c322fa5e4131 /etc/intel/cloudsecurity/data/nonce 664563  18727 5056 0 0 0 0 2020-02-19T23:59:17.332
10 ac37e081900bee81adeae9eed3fa4240b40ece15 log1 sha256:0a10d36bfda7af4e05e20a6a3cb96aaf6d58bc66dd8bd2b2fadb8cb8222401ee /etc/intel/cloudsecurity/data/aikquote 664569  18729 1 0 0 0 0 2020-02-19T23:59:17.354
10 c2e830d8dca2f89909ef8ab2c2b664b5c00136ed log1 sha256:4df170a98ff14d879cb2932395ce8ec24f188e8df0715b6f5d7cf60f450fa77a /etc/intel/cloudsecurity/data/nonce 664563  18751 5056 0 0 0 0 2020-02-19T23:59:48.725
10 278555722bdaa32c6f5a8c414edbefd187757b7b log1 sha256:125c35ba44ff518f9749e469ef7b6e602272b0e698466b35846186aeaad25631 /etc/intel/cloudsecurity/data/aikquote 664569  18753 1 0 0 0 0 2020-02-19T23:59:48.754
10 e6a57a5664adc4e6af2da1034d6ffbe8713660cc log1 sha256:3f80a268e219730648e827af87e7a8996575ff308bfc11b8a95d212d60a45dc8 /root/ima_archive/data/last.dat 1180958  18764 18763 0 0 0 0 2020-02-20T00:00:01.830
10 009c16ba47d61a6bfde3ccf48ffc5f9a055b9e71 log1 sha256:9ad283764eae180d586d2328ff271004dae50dafd9ce03125895a1695a6d403f /etc/intel/cloudsecurity/data/nonce 664563  18768 5056 0 0 0 0 2020-02-20T00:00:19.869
10 b316c7c3c6e8cd620752bb43ec460ca29d9180dd log1 sha256:9f8591ebd18bf906a25cce85d328d92760ca9e2c72a4d04a13c5e36ba129ce19 /etc/intel/cloudsecurity/data/aikquote 664569  18770 1 0 0 0 0 2020-02-20T00:00:19.899
10 1fcbed8815d0328e0ac57032fc32c17e14961c50 log1 sha256:c6fec3ce0c322ae0866799e3b8fdbfd0164f6138b1e2f7fdca76b3cafebb2349 /etc/intel/cloudsecurity/data/nonce 664563  18777 5056 0 0 0 0 2020-02-20T00:00:51.068
10 fd9f525e93b2cdd96d4215d437b9daa783ca8dc9 log1 sha256:719e303e59b7af1c211615803e3e666de67a10b7785648bc1d810caba62fbac6 /etc/intel/cloudsecurity/data/aikquote 664569  18779 1 0 0 0 0 2020-02-20T00:00:51.095
10 ea33dd7be1948faa727c6bef085d03fe2a0921e2 log1 sha256:283fe45f265da4372a15450e056f68e5382252dd3019e729073cd6785fcb3770 /opt/certbot/certbot-auto 793761  18802 18800 0 0 0 0 2020-02-20T00:01:01.211
10 5fc0cc475e16f08ef8144bd1f799f1358a11121f log1 sha256:4ac8ddcdc3d31992dd18c2e6ef929d9a79f1691d1f16e17c5d2234de886e90eb /usr/bin/basename 526337  3677 3676 0 0 0 0 2020-01-20T11:37:57.403
10 058ef7d67658345d5f3a1543db2d694f1901a936 log1 sha256:8135463b5a74a4a0777f4946545770814d5c929a6661b2041aee78e8458146f1 /usr/bin/id 526523  18805 18802 0 0 0 0 2020-02-20T00:01:01.326
10 f479895c59d820c2d674093dd759e12da1c93816 log1 sha256:35ab4d7c42eead77a94f7956524061af2d3141a679e9cb3db1d5e597ced0a9b5 /root/ima_archive/data/last.dat 1180958  18803 18801 0 0 0 0 2020-02-20T00:01:01.473
10 66ac9d1ffe3d6963c79ba5e1e316e09bdc01aaaf log1 sha256:8988dac37905f610e4989356f82b46a084bd6d1651876fb7f35372db4fe6ad05 /usr/bin/python2.7 525925  18810 18809 0 0 0 0 2020-02-20T00:01:01.659
10 5c7ee32012839e2d42500fd9181795f139d784c6 log1 sha256:0a076b5c38b20c20a26f621d9c3dda5026d0b010827fc9da5b802dc3ea425e91 /usr/lib/python2.7/site.py 527881  18815 18814 0 0 0 0 2020-02-20T00:01:01.821
10 cff89fbf0c67a0b31f333bae1a99a022f34a78e3 log1 sha256:1e852fbaa566ce90b665d59b298661235a53e9736e8f0d79af8a2f6879ccc875 /usr/lib/python2.7/site.pyc 531176  18815 18814 0 0 0 0 2020-02-20T00:01:01.822
10 c8a89578e91c33bd3049c868f3a66219af477f80 log1 sha256:b1700c50502f613946f4bc6afaf7abb3a9844b29996184dc5781a01f87036b43 /usr/lib/python2.7/os.py 527852  18815 18814 0 0 0 0 2020-02-20T00:01:01.824
10 4b3a6ea75690359effd3c465217c3186fe5e8307 log1 sha256:036c1fb690a235ed31a61a091c12eb16287e685ef30ac48c15c5c9155c0b52ac /usr/lib/python2.7/os.pyc 530279  18815 18814 0 0 0 0 2020-02-20T00:01:01.825
10 e59272e205518fe643f442dccb1e6f4805d0eb7d log1 sha256:a7d6409ac83f373adc6340c70cbb3a3228b91796bb546179d8a11387843c7341 /usr/lib/python2.7/posixpath.py 527867  18815 18814 0 0 0 0 2020-02-20T00:01:01.826
10 aea5adf55a615b383b1534eb9a16b77fc5d86668 log1 sha256:722b7546303fa2a3f4f1f6313d59866e011811b354a69ef7672296fee1cb1219 /usr/lib/python2.7/posixpath.pyc 530284  18815 18814 0 0 0 0 2020-02-20T00:01:01.834
10 5fc818e9d174a024a2a0b585f25008a34c9884df log1 sha256:0b6cc8ca3b5e038eb02eb0e8299b01c9b27b51b45a5df621a426544b3d046d5f /usr/lib/python2.7/stat.py 527892  18815 18814 0 0 0 0 2020-02-20T00:01:01.836
10 4062d72de23fd6090ff801be3c98a4efd029dc54 log1 sha256:01c05aa73e72507e4b1e4bb0924c258cf02eed8763a9d82b5cf3d6350018a027 /usr/lib/python2.7/stat.pyc 531945  18815 18814 0 0 0 0 2020-02-20T00:01:01.850
10 e6bea494f97bc12b4bb1ee0a81200b731bcdd77c log1 sha256:5aef62be9e2742e682bd7c27bbbd30318d9706ee7a8cbfbafd5d39cefd6b0377 /usr/lib/python2.7/genericpath.py 527822  18815 18814 0 0 0 0 2020-02-20T00:01:01.851
10 99ec286a0d855ce0ebbbfc6f2d2f62609792e59a log1 sha256:76067f8dc68a10575ee45da4d4a1fd709b8b849e6b5396e83cb509810f52a1bc /usr/lib/python2.7/genericpath.pyc 529873  18815 18814 0 0 0 0 2020-02-20T00:01:01.858
10 cb72f95d079a9501071dee63ec78c0b4fb66d596 log1 sha256:4247b01167c3ec00d7ce13e9fa3dce833f20f6d7aad5743849bdd27e54c29bf5 /usr/lib/python2.7/warnings.py 527910  18815 18814 0 0 0 0 2020-02-20T00:01:01.859
10 593493842babf8efa378cdeab5d2f589511f497a log1 sha256:e9cbe5ba25f549afd5952cd3de9a605fef8a5b848b9538a1eb5807db5cc5ee0e /usr/lib/python2.7/warnings.pyc 528647  18815 18814 0 0 0 0 2020-02-20T00:01:01.860
10 fb5902d6aa7dfb6e89cb8a25e3fbb61383cec0ab log1 sha256:bc6f0633376d403cc262a982d3c967efc504037f9fe91ed18e7e9e1b733e1c56 /usr/lib/python2.7/linecache.py 527838  18815 18814 0 0 0 0 2020-02-20T00:01:01.861
10 dc5981965dbf9d9d1a18200d5a6f1d7ef8775eb1 log1 sha256:c0469f898d2d2542d92f261b386494a6ea2c9b9a868dc2bc30d2eb9f2726b0ad /usr/lib/python2.7/linecache.pyc 529883  18815 18814 0 0 0 0 2020-02-20T00:01:01.861
10 af22f8af6a5028016582a28d9ad88e3fdcce677a log1 sha256:98d58ed6df33edbc5b2d48ea1df7fdfc8c863e23dc959d7e337a87cc47a50dd1 /usr/lib/python2.7/types.py 527909  18815 18814 0 0 0 0 2020-02-20T00:01:01.862
10 baa4a91ad0f5debcd41998aeae2b5b22c8b2c69b log1 sha256:7f528cd280b0a155aed0fd730e8d6ed830a28ce01e130af0df692be2c34f4895 /usr/lib/python2.7/types.pyc 528663  18815 18814 0 0 0 0 2020-02-20T00:01:01.862
10 d8c76249a83f644f966aa8ffa283ebf00b078187 log1 sha256:3b2e4bcd7b923f1004314bdd5a72cc3dd02e77a458a88fb0069d315246c5c13b /usr/lib/python2.7/UserDict.py 526080  18815 18814 0 0 0 0 2020-02-20T00:01:01.864
10 82e5b87b31e5387107ee341a1768427f29bf4c09 log1 sha256:4b1116f89e632a1d022abff0e5753a254648becb5919ca44c29cee455af43cd2 /usr/lib/python2.7/UserDict.pyc 528666  18815 18814 0 0 0 0 2020-02-20T00:01:01.864
10 78e2344b4890c838da8cd2df5582a53d61cd691a log1 sha256:52651836f992339ce7b422e9cec1272be8760c6aa0fd4cd4ef0a6da7c0839fda /usr/lib/python2.7/_abcoll.py 526083  18815 18814 0 0 0 0 2020-02-20T00:01:01.866
10 39363a12b952455d9730b2e57508399bd0c296bd log1 sha256:8ba1d9f7a4eef60b9e531c4e520d0b343355de2191bf5e0b9630ce85e5d40480 /usr/lib/python2.7/_abcoll.pyc 528667  18815 18814 0 0 0 0 2020-02-20T00:01:01.868
10 e4723a986f0cf7934dc9742a0104319d06aba9fe log1 sha256:625ee550a5d3d9fdb4250a9aa7f85901f0a3a38051b5b0d01925fbe58ffe6250 /usr/lib/python2.7/abc.py 526099  18815 18814 0 0 0 0 2020-02-20T00:01:01.870
10 14c9074054800cc5e60e1a103dc69b90cf658310 log1 sha256:caaa5288607b17690f9a23f5e8316f307806fb2308da138462c73dc165c16456 /usr/lib/python2.7/abc.pyc 528659  18815 18814 0 0 0 0 2020-02-20T00:01:01.870
10 ab9176dea961eca5b06fb33b87840e193eaa9cb2 log1 sha256:8829970dfa784824940d2bdb1ceaaa4fad4a1902803a7ad78128e30d1125bba9 /usr/lib/python2.7/_weakrefset.py 526093  18815 18814 0 0 0 0 2020-02-20T00:01:01.871
10 d523c1bb659ec5a34e1332dbf6bf7fd04600d503 log1 sha256:cca73310b62a97009cdbbe2115c68f12a95370b29254d864efc93c7dc4ad5296 /usr/lib/python2.7/_weakrefset.pyc 528674  18815 18814 0 0 0 0 2020-02-20T00:01:01.872
10 111f5dcacf358959c8a84b092b730b7b93d1aa5b log1 sha256:57995b050c660ec0e6fd58b4f93dea770a4f2e9f90ffbd622d26a534e108a19a /usr/lib/python2.7/copy_reg.py 526989  18815 18814 0 0 0 0 2020-02-20T00:01:01.882
10 1c08b60c94affd6491b69a56c87635a3bf9b7dd3 log1 sha256:7552bf114ebe57152c01f6e3bbbc8111c5e77b0cb0a063785bbdc42da74381cc /usr/lib/python2.7/copy_reg.pyc 528781  18815 18814 0 0 0 0 2020-02-20T00:01:01.897
10 fbadeb6f021250bf64afca14ddd216791e433780 log1 sha256:44fa6498b9e8f4aa8821d836095c0eb5d7858cc2aa8ff9ad5a60905fb304e931 /usr/lib/python2.7/traceback.py 527908  18815 18814 0 0 0 0 2020-02-20T00:01:01.898
10 65cc04669da4d4ab716934fc50319cca5733d64a log1 sha256:16ff9e9d1c4de2f10e2e48619da623507f78d2fd43eb9e676fb9d3497ecab97f /usr/lib/python2.7/traceback.pyc 539052  18815 18814 0 0 0 0 2020-02-20T00:01:01.899
10 d757992e43471843d9ae0824781e78eae1fb4e34 log1 sha256:f706b31ee62ba06203aaac0a91eec4f4f22a559b32708b75cb6b1293a258107e /usr/lib/python2.7/sysconfig.py 527898  18815 18814 0 0 0 0 2020-02-20T00:01:01.900
10 812a922652307bbf3b49d999ab2862db22583301 log1 sha256:5f2d1651f424f7f3c052cb747af40e868af1dc107eefd5b5c12042fb4a9e8f88 /usr/lib/python2.7/sysconfig.pyc 531949  18815 18814 0 0 0 0 2020-02-20T00:01:01.902
10 3c69fe174402a8be73b71ff09fdeaab602cf2b03 log1 sha256:3a2721ffc6ba6515db867dd7adbeb50a373171824701d6a1f2a32d519a4a6516 /usr/lib/python2.7/re.py 527872  18815 18814 0 0 0 0 2020-02-20T00:01:01.903
10 ed8a586fabcba9b5fcbca509420d7ca701041b7f log1 sha256:fbd81193bca8842dafab6fc4f65b5a1d62c335a30b14f57a4a596b615ce2c1cf /usr/lib/python2.7/re.pyc 530640  18815 18814 0 0 0 0 2020-02-20T00:01:01.905
10 03147422726a5ab61a15a2504acf0e683884ef97 log1 sha256:6e05b5c47a7d4602d2f55596f462ac016642aeb1387ffacd1bb15c240893947f /usr/lib/python2.7/sre_compile.py 527885  18815 18814 0 0 0 0 2020-02-20T00:01:01.907
10 d42e6d8e28ea8a20a04e0b9b88a5b371d5d0c795 log1 sha256:47efcde0e307c964b49f06348fb6cedd070060f6588087ed277d586f7ffd0bf4 /usr/lib/python2.7/sre_compile.pyc 531941  18815 18814 0 0 0 0 2020-02-20T00:01:01.907
10 8d440c5c9c3a469d08fad17b88a2d905434f32aa log1 sha256:75ab6ba9fc9e1204469af4b00e991f9ac05e37796e4680c005f7c8bd2acd3e6b /usr/lib/python2.7/sre_parse.py 527889  18815 18814 0 0 0 0 2020-02-20T00:01:01.909
10 7d26e43251c24223bdde13a145f2b3d8d3a2a005 log1 sha256:e623fd03a3979b209d03e3c9d30300b4d67d080ffc184fd3bf3bc712ed259147 /usr/lib/python2.7/sre_parse.pyc 531943  18815 18814 0 0 0 0 2020-02-20T00:01:01.910
10 0e78deee63222fdcc12a54a8e7dc30b559d08271 log1 sha256:7eb5cdf01d57efed51b1928b9d89e24c09614b0908cd4ab2ed8952921c6078de /usr/lib/python2.7/sre_constants.py 527888  18815 18814 0 0 0 0 2020-02-20T00:01:01.911
10 fe0c1f7bab2b1ffa7c4ff02bc0ab23502b359e47 log1 sha256:46e1b921d069f6e144fdf05d3bfc4af0aafb1d17ad5623666167419dfd12eca5 /usr/lib/python2.7/sre_constants.pyc 531942  18815 18814 0 0 0 0 2020-02-20T00:01:01.912
10 03f6458c26c39f576cd0b26c231c0b5eedab8108 log1 sha256:e16ecd41c49dfa4d96bcadba6292528b1e2aeba4cfd336ed2ff3ea4b14304df2 /usr/lib/python2.7/_sysconfigdata.py 526088  18815 18814 0 0 0 0 2020-02-20T00:01:01.913
10 b0119158bb516eebf251b4d0c8f37ae0f89afab6 log1 sha256:639dbfc92371eb489d55342cfb62ca7e13ea26475d35268bebea72d0972593e5 /usr/lib/python2.7/_sysconfigdata.pyc 528651  18815 18814 0 0 0 0 2020-02-20T00:01:01.914
10 4d4e11ff32a8fe8b4545c36194eafbaf2906e8fc log1 sha256:11178b5b68a34c9bd32047206f51d6b2d8b6c1eae47fa7c18f15af72f57cca29 /usr/lib/python2.7/plat-x86_64-linux-gnu/_sysconfigdata_nd.py 527857  18815 18814 0 0 0 0 2020-02-20T00:01:01.924
10 696ba9271e1986501a75d6a21308eb0660a3c718 log1 sha256:3fdeba60a753cf9c3ac8fe2a4b3d2d674041ef12258461f94d5a4cf9a6fbd67b /usr/lib/python2.7/plat-x86_64-linux-gnu/_sysconfigdata_nd.pyc 530281  18815 18814 0 0 0 0 2020-02-20T00:01:01.925
10 b5cbb584dceca0026d8e4ef067bb8eb373581f87 log1 sha256:43d81125d92376b1a69d53a71126a041cc9a18d8080e92dea0a2ae23be138b1e /etc/python2.7/sitecustomize.py 531624  18815 18814 0 0 0 0 2020-02-20T00:01:01.952
10 267386fb000ff906cda5b221e0c3b00e9d6e797e log1 sha256:d016a8523db81a1c501fba3e1c26c87d62e528f0d7569c0bcbe43c1fdcf0df04 /usr/lib/python2.7/sitecustomize.pyc 539053  18815 18814 0 0 0 0 2020-02-20T00:01:01.952
10 55d2dbac86290d7679db6bb131685ce691b1faa9 log1 sha256:aa6898ce3b7bf005a4d7f8e113b557323c8f20219d08f6cae1d94a70fef5a768 /usr/lib/python2.7/encodings/__init__.py 526991  18815 18814 0 0 0 0 2020-02-20T00:01:01.975
